ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042069	regulation of catecholamine metabolic process	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	ITGAM	1
GO:0045591	positive regulation of regulatory T cell differentiation	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	IL4I1	1
GO:0061484	hematopoietic stem cell homeostasis	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	ADGRG1	1
GO:0062099	negative regulation of programmed necrotic cell death	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	SLC25A4	1
GO:0070293	renal absorption	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	AKR1C3	1
GO:0090026	positive regulation of monocyte chemotaxis	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	CX3CR1	1
GO:0097503	sialylation	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	ST8SIA6	1
GO:1901679	nucleotide transmembrane transport	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	SLC25A4	1
GO:1902473	regulation of protein localization to synapse	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	CLSTN3	1
GO:1903421	regulation of synaptic vesicle recycling	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	PPP3CC	1
GO:1904754	positive regulation of vascular associated smooth muscle cell migration	1/79	20/18800	0.0808098839621761	0.257296315420554	0.216608604695853	ADAMTS1	1
GO:0001824	blastocyst development	2/79	113/18800	0.0818716519872656	0.259730758028567	0.218658075228192	HOPX/ST8SIA6	2
GO:0002832	negative regulation of response to biotic stimulus	2/79	113/18800	0.0818716519872656	0.259730758028567	0.218658075228192	IL4I1/LILRB1	2
GO:0009615	response to virus	4/79	392/18800	0.0829901262540633	0.262190891853878	0.220729174281417	FGR/IL23R/PRF1/LILRB1	4
GO:0032970	regulation of actin filament-based process	4/79	393/18800	0.0835876689583492	0.262190891853878	0.220729174281417	PTGER4/PDGFRB/CARMIL3/DSTN	4
GO:0033559	unsaturated fatty acid metabolic process	2/79	115/18800	0.0843622912535037	0.262190891853878	0.220729174281417	PRXL2B/AKR1C3	2
GO:0002115	store-operated calcium entry	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	CRACR2B	1
GO:0007252	I-kappaB phosphorylation	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	CX3CR1	1
GO:0032098	regulation of appetite	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	NENF	1
GO:0033005	positive regulation of mast cell activation	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	FGR	1
GO:0033962	P-body assembly	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	PATL2	1
GO:0060973	cell migration involved in heart development	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	PDGFRB	1
GO:0061760	antifungal innate immune response	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	CX3CR1	1
GO:0071636	positive regulation of transforming growth factor beta production	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	THBS1	1
GO:0072111	cell proliferation involved in kidney development	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	PDGFRB	1
GO:0090280	positive regulation of calcium ion import	1/79	21/18800	0.084676551649449	0.262190891853878	0.220729174281417	PDGFRB	1
GO:0006898	receptor-mediated endocytosis	3/79	246/18800	0.08500130576031	0.262190891853878	0.220729174281417	DGKD/ITGAM/LILRB1	3
GO:0071695	anatomical structure maturation	3/79	246/18800	0.08500130576031	0.262190891853878	0.220729174281417	CX3CR1/CDC25B/BFSP1	3
GO:0043406	positive regulation of MAP kinase activity	2/79	116/18800	0.0856162861792787	0.262190891853878	0.220729174281417	PDGFRB/THBS1	2
GO:0044106	cellular amine metabolic process	2/79	116/18800	0.0856162861792787	0.262190891853878	0.220729174281417	ITGAM/IL4I1	2
GO:0071675	regulation of mononuclear cell migration	2/79	116/18800	0.0856162861792787	0.262190891853878	0.220729174281417	CX3CR1/THBS1	2
GO:1904892	regulation of receptor signaling pathway via STAT	2/79	116/18800	0.0856162861792787	0.262190891853878	0.220729174281417	IL23R/CD300A	2
GO:0090068	positive regulation of cell cycle process	3/79	247/18800	0.0857970195311317	0.262190891853878	0.220729174281417	PDGFRB/CDC25B/ADAMTS1	3
GO:0098656	anion transmembrane transport	3/79	247/18800	0.0857970195311317	0.262190891853878	0.220729174281417	SLC4A10/SLC25A4/SLC16A7	3
GO:0002708	positive regulation of lymphocyte mediated immunity	2/79	117/18800	0.0868759725399556	0.262725761716867	0.221179462170408	IL23R/CADM1	2
GO:0002761	regulation of myeloid leukocyte differentiation	2/79	117/18800	0.0868759725399556	0.262725761716867	0.221179462170408	IL23R/LILRB1	2
GO:0032886	regulation of microtubule-based process	3/79	249/18800	0.0873980618595557	0.262725761716867	0.221179462170408	RASSF1/SLAIN1/GAS2L1	3
GO:0006476	protein deacetylation	2/79	118/18800	0.0881412818465583	0.262725761716867	0.221179462170408	ELK4/HOPX	2
GO:1904019	epithelial cell apoptotic process	2/79	118/18800	0.0881412818465583	0.262725761716867	0.221179462170408	AKR1C3/THBS1	2
GO:0002834	regulation of response to tumor cell	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	IL4I1	1
GO:0007398	ectoderm development	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	ITGAM	1
GO:0016137	glycoside metabolic process	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	AKR1C3	1
GO:0021884	forebrain neuron development	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	SLC4A10	1
GO:0032891	negative regulation of organic acid transport	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	THBS1	1
GO:0032928	regulation of superoxide anion generation	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	ITGAM	1
GO:0045061	thymic T cell selection	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	TOX	1
GO:0050765	negative regulation of phagocytosis	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	CD300A	1
GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	LILRB1	1
GO:0090335	regulation of brown fat cell differentiation	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	SOX13	1
GO:1902644	tertiary alcohol metabolic process	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	AKR1C3	1
GO:1905709	negative regulation of membrane permeability	1/79	22/18800	0.0885271588393791	0.262725761716867	0.221179462170408	SLC25A4	1
GO:0051924	regulation of calcium ion transport	3/79	251/18800	0.0890118327367013	0.263716412921617	0.222013456138998	PDGFRB/CRACR2B/LILRB1	3
GO:0006690	icosanoid metabolic process	2/79	121/18800	0.0919702694638575	0.268567787769504	0.226097655848348	PRXL2B/AKR1C3	2
GO:0009308	amine metabolic process	2/79	121/18800	0.0919702694638575	0.268567787769504	0.226097655848348	ITGAM/IL4I1	2
GO:0007039	protein catabolic process in the vacuole	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	TMEM106B	1
GO:0021871	forebrain regionalization	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	ADGRG1	1
GO:0030194	positive regulation of blood coagulation	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	THBS1	1
GO:0030728	ovulation	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	ADAMTS1	1
GO:0034695	response to prostaglandin E	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	PTGER4	1
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	B3GAT1	1
GO:0051131	chaperone-mediated protein complex assembly	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	HOPX	1
GO:1900048	positive regulation of hemostasis	1/79	23/18800	0.0923617713887284	0.268567787769504	0.226097655848348	THBS1	1
GO:0071216	cellular response to biotic stimulus	3/79	256/18800	0.0931012226895307	0.268567787769504	0.226097655848348	CX3CR1/CD86/LILRB1	3
GO:0071901	negative regulation of protein serine/threonine kinase activity	2/79	122/18800	0.0932573948619315	0.268567787769504	0.226097655848348	INCA1/CD300A	2
GO:0031109	microtubule polymerization or depolymerization	2/79	123/18800	0.0945498076366761	0.268567787769504	0.226097655848348	SLAIN1/GAS2L1	2
GO:1901989	positive regulation of cell cycle phase transition	2/79	123/18800	0.0945498076366761	0.268567787769504	0.226097655848348	CDC25B/ADAMTS1	2
GO:0002688	regulation of leukocyte chemotaxis	2/79	124/18800	0.0958474420314215	0.268567787769504	0.226097655848348	CX3CR1/THBS1	2
GO:0001779	natural killer cell differentiation	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	TOX	1
GO:0002052	positive regulation of neuroblast proliferation	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	CX3CR1	1
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	CD300A	1
GO:0007035	vacuolar acidification	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	TMEM106B	1
GO:0007274	neuromuscular synaptic transmission	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	KIF1B	1
GO:0019835	cytolysis	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	PRF1	1
GO:0021801	cerebral cortex radial glia-guided migration	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	ADGRG1	1
GO:0022030	telencephalon glial cell migration	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	ADGRG1	1
GO:0032740	positive regulation of interleukin-17 production	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	IL23R	1
GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	CARMIL3	1
GO:0036120	cellular response to platelet-derived growth factor stimulus	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	PDGFRB	1
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	THBS1	1
GO:0042730	fibrinolysis	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	THBS1	1
GO:0045672	positive regulation of osteoclast differentiation	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	IL23R	1
GO:0050820	positive regulation of coagulation	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	THBS1	1
GO:0050855	regulation of B cell receptor signaling pathway	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	CD300A	1
GO:0060547	negative regulation of necrotic cell death	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	SLC25A4	1
GO:0072530	purine-containing compound transmembrane transport	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	SLC25A4	1
GO:0120255	olefinic compound biosynthetic process	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	AKR1C3	1
GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	SLC25A4	1
GO:2001026	regulation of endothelial cell chemotaxis	1/79	24/18800	0.0961804548877055	0.268567787769504	0.226097655848348	THBS1	1
GO:0033865	nucleoside bisphosphate metabolic process	2/79	125/18800	0.0971502327359717	0.268878098626884	0.226358895507879	ACSL6/ACOT9	2
GO:0033875	ribonucleoside bisphosphate metabolic process	2/79	125/18800	0.0971502327359717	0.268878098626884	0.226358895507879	ACSL6/ACOT9	2
GO:0034032	purine nucleoside bisphosphate metabolic process	2/79	125/18800	0.0971502327359717	0.268878098626884	0.226358895507879	ACSL6/ACOT9	2
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	3/79	261/18800	0.0972677338575313	0.268878098626884	0.226358895507879	IL23R/RAP2B/CD300A	3
GO:0050852	T cell receptor signaling pathway	2/79	127/18800	0.0997710240510125	0.268878098626884	0.226358895507879	THEMIS2/CD300A	2
GO:0050808	synapse organization	4/79	419/18800	0.0998630364814326	0.268878098626884	0.226358895507879	CX3CR1/LRRN3/CLSTN3/ITGAM	4
GO:0002438	acute inflammatory response to antigenic stimulus	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	FCGR3A	1
GO:0031639	plasminogen activation	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	THBS1	1
GO:0032104	regulation of response to extracellular stimulus	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	NENF	1
GO:0032107	regulation of response to nutrient levels	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	NENF	1
GO:0032753	positive regulation of interleukin-4 production	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	CD86	1
GO:0032967	positive regulation of collagen biosynthetic process	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	PDGFRB	1
GO:0033081	regulation of T cell differentiation in thymus	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	TOX	1
GO:0035336	long-chain fatty-acyl-CoA metabolic process	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	ACSL6	1
GO:0035821	modulation of process of another organism	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	PRF1	1
GO:0036119	response to platelet-derived growth factor	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	PDGFRB	1
GO:0042430	indole-containing compound metabolic process	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	IL4I1	1
GO:0046949	fatty-acyl-CoA biosynthetic process	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	ACSL6	1
GO:0051570	regulation of histone H3-K9 methylation	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	SETD7	1
GO:0060074	synapse maturation	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	CX3CR1	1
GO:0060343	trabecula formation	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	ADAMTS1	1
GO:0072273	metanephric nephron morphogenesis	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	PDGFRB	1
GO:1903077	negative regulation of protein localization to plasma membrane	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	TMEM59	1
GO:1903306	negative regulation of regulated secretory pathway	1/79	25/18800	0.0999832746610265	0.268878098626884	0.226358895507879	CD300A	1
GO:0045931	positive regulation of mitotic cell cycle	2/79	128/18800	0.101088896250939	0.270732055230109	0.227919675546003	CDC25B/ADAMTS1	2
GO:0045165	cell fate commitment	3/79	266/18800	0.101509596653038	0.270732055230109	0.227919675546003	IL23R/SOX13/TOX	3
GO:0016311	dephosphorylation	4/79	422/18800	0.101830542715162	0.270732055230109	0.227919675546003	PDGFRB/PPP3CC/CD300A/CDC25B	4
GO:0035601	protein deacylation	2/79	129/18800	0.102411667934582	0.270732055230109	0.227919675546003	ELK4/HOPX	2
GO:0031348	negative regulation of defense response	3/79	268/18800	0.103227039070385	0.270732055230109	0.227919675546003	FGR/PTGER4/LILRB1	3
GO:0030168	platelet activation	2/79	130/18800	0.103739275986696	0.270732055230109	0.227919675546003	DGKD/RAP2B	2
GO:0035303	regulation of dephosphorylation	2/79	130/18800	0.103739275986696	0.270732055230109	0.227919675546003	PDGFRB/CD300A	2
GO:0001573	ganglioside metabolic process	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	ST8SIA6	1
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	FGR	1
GO:0010714	positive regulation of collagen metabolic process	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	PDGFRB	1
GO:0018027	peptidyl-lysine dimethylation	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	SETD7	1
GO:0021895	cerebral cortex neuron differentiation	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	TOX	1
GO:0031954	positive regulation of protein autophosphorylation	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	RAP2B	1
GO:0033622	integrin activation	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	PTGER4	1
GO:0036296	response to increased oxygen levels	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	PDGFRB	1
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	FGR	1
GO:0046339	diacylglycerol metabolic process	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	DGKD	1
GO:0051446	positive regulation of meiotic cell cycle	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	CDC25B	1
GO:1903588	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	THBS1	1
GO:2000316	regulation of T-helper 17 type immune response	1/79	26/18800	0.103770295768978	0.270732055230109	0.227919675546003	IL23R	1
